Vibration,Temperature,Force
24.41,20.04,0.69
24.33,16.12,0.69
24.35,14.12,1.06
24.57,16.48,1.08
24.57,17.97,1.1
24.65,17.26,1.1
24.59,17.26,1.2
24.63,16.71,1.23
24.51,17.53,1.32
24.59,16.67,1.34
24.63,17.02,1.36
24.59,16.79,1.41
24.59,16.79,1.44
24.63,16.91,1.46
24.63,17.1,1.52
24.53,16.91,1.55
24.65,17.18,1.57
24.53,16.83,1.61
24.57,17.02,1.64
24.53,16.99,1.66
24.65,16.91,1.66
24.63,16.99,1.66
24.59,16.99,1.66
24.63,16.95,1.65
24.65,16.91,1.65
24.69,16.87,1.65
24.71,16.95,1.65
24.71,16.91,1.64
24.71,16.91,1.64
24.75,16.83,1.64
24.75,16.87,1.64
24.81,16.95,1.64
24.77,16.95,1.63
24.81,16.95,1.63
24.83,16.95,1.63
24.83,16.91,1.63
23.87,16.51,-0.21
23.91,17.73,-0.2
23.91,15.73,-0.2
23.75,18.79,-0.21
23.65,16.51,-0.21
23.75,17.02,-0.21
23.87,16.51,-0.21
23.91,17.73,-0.2
23.91,15.73,-0.2
23.75,18.79,-0.21
23.65,16.51,-0.21
23.71,16.0,-0.2
24.65,17.77,-0.2
24.51,17.53,-0.2
24.41,19.02,-0.2
24.47,13.53,-0.2
24.33,17.57,-0.2
24.33,13.3,-0.2
24.39,14.24,-0.2
24.41,19.85,-0.2
24.35,18.79,-0.2
24.39,13.42,-0.2
24.45,11.26,-0.19
24.45,17.73,-0.19
24.47,20.04,-0.19
24.35,18.48,-0.19
24.41,16.55,-0.18
24.45,18.12,-0.18
24.39,14.59,-0.18
24.45,13.69,-0.18
24.71,10.59,-0.17
24.69,19.3,-0.17
24.71,18.51,-0.1
24.77,12.28,-0.1
24.71,17.97,-0.09
24.71,20.04,-0.07
24.81,20.04,-0.08
24.77,15.93,-0.11
24.75,17.34,-0.12
24.69,15.02,-0.06
24.59,19.42,-0.04
24.47,20.04,-0.03
24.45,15.85,0.02
24.41,16.63,0.03
24.45,19.18,0.04
24.45,19.3,0.07
24.51,17.97,0.09
24.21,12.08,0.1
24.21,15.34,0.13
24.27,14.2,0.13
24.23,8.04,0.13
24.23,14.75,0.13
24.21,17.02,0.13
24.23,20.04,0.16
24.35,20.04,0.17
24.27,20.04,0.18
24.29,9.69,0.22
24.29,13.96,0.23
24.23,20.04,-1.28
28.91,17.26,-0.42
29.75,14.32,-0.42
30.03,16.63,-0.42
30.19,18.63,-0.43
30.33,17.77,-0.43
30.59,15.34,-0.44
30.85,20.04,-0.44
30.91,20.04,-0.46
31.85,20.04,-0.47
32.49,20.04,-0.47
32.67,20.04,-0.47
32.85,20.04,-0.46
33.43,20.04,-0.46
33.69,20.04,-0.46
34.85,15.34,-0.46
35.09,15.69,-0.46
35.15,16.16,-0.45
46.17,18.2,-0.48
46.17,17.53,-0.49
46.13,17.89,-0.49
46.11,16.75,-0.48
46.05,16.55,-0.49
46.03,16.99,-0.49
46.13,17.1,-0.49
46.41,16.0,-0.48
46.37,16.63,-0.48
46.51,17.46,-0.48
46.53,17.77,-0.49
46.27,16.71,-0.49
46.25,17.93,-0.47
46.23,16.4,-0.46
46.03,16.32,-0.46
45.71,16.83,-0.48
45.73,16.75,-0.48
45.83,17.65,-0.48
45.67,17.02,-0.48
45.73,17.3,-0.48
45.63,16.08,-0.48
45.63,15.65,-0.48
45.45,16.95,-0.48
45.41,17.89,-0.48
45.45,17.42,-0.48
45.37,17.93,-0.48
45.31,16.59,-0.48
45.27,17.18,-0.47
44.97,16.71,-0.47
45.05,17.46,-0.47
45.03,20.04,-0.46
45.07,6.79,-0.46
45.37,12.67,-0.44
45.73,20.04,-0.45
45.79,20.04,-0.48
45.35,15.81,-0.48
